SalePrice,Id,MSSubClass,MSZon4ng,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
0.131370643,11,20,6,70,11200,1,0,0,0,0,0,0,19,2,2,0,0,5,5,1965,1965,3,1,6,6,3,0,2,2,1,2,2,3,3,906,5,0,134,1040,1,0,1,0,1040,0,0,1040,1,0,1,0,3,1,2,5,0,0,5,5,1965,2,1,384,2,2,0,0,0,0,0,0,0,4,4,0,0,2,2008,0,0
0.430634634,12,60,6,85,11924,1,0,1,0,0,0,0,15,2,2,0,3,9,5,2005,2006,3,1,16,16,4,286,0,2,2,0,2,3,0,998,5,0,177,1175,1,0,1,0,1182,1142,0,2324,1,0,3,0,4,1,0,11,0,2,1,3,2005,0,3,736,2,2,0,147,21,0,0,0,0,4,4,0,0,7,2006,3,5
0.151506735,13,20,6,0,12968,1,0,2,0,0,0,0,19,2,2,0,0,5,6,1962,1962,3,1,6,10,3,0,2,2,1,2,2,3,1,737,5,0,175,912,1,2,1,0,912,0,0,912,1,0,1,0,2,1,2,4,0,0,5,5,1962,2,1,352,2,2,0,140,0,0,0,176,0,4,4,0,0,9,2008,0,0
0.339675045,14,20,6,91,10652,1,0,1,0,0,0,0,5,2,2,0,0,7,5,2006,2007,1,1,14,14,4,306,1,2,2,1,2,1,5,0,5,0,1494,1494,1,0,1,0,1494,0,0,1494,0,0,2,0,3,1,1,7,0,1,1,1,2006,1,3,840,2,2,0,160,33,0,0,0,0,4,4,0,0,8,2007,3,5
0.169559783,15,20,6,0,10920,1,0,1,0,0,2,0,12,2,2,0,0,6,5,1960,1960,3,1,8,8,1,212,2,2,1,2,2,3,2,733,5,0,520,1253,1,2,1,0,1253,0,0,1253,1,0,1,1,2,1,2,5,0,1,3,1,1960,1,1,352,2,2,0,0,213,176,0,0,0,4,2,0,0,5,2008,0,0
0.134842383,16,45,8,51,6120,1,0,0,0,0,2,0,3,2,2,0,2,7,8,1929,2001,1,1,15,15,3,0,2,2,0,2,2,3,5,0,5,0,832,832,1,0,1,1,854,0,0,854,0,0,1,0,2,1,2,5,0,0,5,5,1991,2,2,576,2,2,0,48,112,0,0,0,0,4,0,0,0,7,2007,0,0
0.158450215,17,20,6,0,11241,1,0,1,0,0,3,0,12,2,2,0,0,6,7,1970,1970,1,1,15,15,1,180,2,2,1,2,2,3,1,578,5,0,426,1004,1,0,1,0,1004,0,0,1004,1,0,1,0,2,1,2,5,0,1,2,1,1970,0,2,480,2,2,0,0,0,0,0,0,0,4,4,3,700,3,2010,0,0
0.07651715,18,90,6,72,10791,1,0,0,0,0,0,0,19,2,2,2,0,4,5,1967,1967,1,1,8,8,3,0,2,2,3,5,5,4,6,0,6,0,0,0,1,2,1,0,1296,0,0,1296,0,0,2,0,2,2,2,6,0,0,5,4,1967,2,2,516,2,2,0,0,0,0,0,0,0,4,4,3,500,10,2006,0,0
0.172337175,19,20,6,66,13695,1,0,0,0,0,0,0,20,7,2,0,0,5,5,2004,2004,1,1,14,14,3,0,2,2,2,2,2,3,0,646,5,0,468,1114,1,0,1,0,1114,0,0,1114,1,0,1,1,3,1,1,6,0,0,5,5,2004,2,2,576,2,2,0,0,102,0,0,0,0,4,4,0,0,6,2008,0,0
0.144563255,20,20,6,70,7560,1,0,0,0,0,0,0,12,2,2,0,0,5,6,1958,1965,3,1,3,10,3,0,2,2,1,2,2,3,4,504,5,0,525,1029,1,2,1,0,1339,0,0,1339,0,0,1,0,3,1,2,6,1,0,5,1,1958,2,1,294,2,2,0,0,0,0,0,0,0,4,1,0,0,5,2009,4,1
0.403277323,21,60,6,101,14215,1,0,1,0,0,2,0,15,2,2,0,3,8,5,2005,2006,1,1,14,14,1,380,1,2,2,0,2,1,5,0,5,0,1158,1158,1,0,1,0,1158,1218,0,2376,0,0,3,1,4,1,1,9,0,1,1,3,2005,1,3,853,2,2,0,240,154,0,0,0,0,4,4,0,0,11,2006,3,5
0.145118734,22,45,8,57,7449,1,1,0,1,0,0,0,9,2,2,0,2,7,7,1930,1950,1,1,15,15,3,0,2,2,2,2,2,3,5,0,5,0,637,637,1,0,1,2,1108,0,0,1108,0,0,1,0,3,1,1,6,0,1,1,1,1930,2,1,280,2,2,2,0,0,205,0,0,0,4,0,0,0,6,2007,0,0
0.270934592,23,20,6,75,9742,1,0,0,0,0,0,0,5,2,2,0,0,8,5,2002,2002,3,1,14,14,1,281,1,2,2,1,2,3,5,0,5,0,1777,1777,1,0,1,0,1795,0,0,1795,0,0,2,0,3,1,1,7,0,1,1,1,2002,1,2,534,2,2,0,171,159,0,0,0,0,4,4,0,0,9,2008,0,0
0.131926121,24,120,8,44,4224,1,0,0,0,0,0,0,10,2,2,3,0,5,7,1976,1976,1,1,5,5,3,0,2,2,2,1,2,3,0,840,5,0,200,1040,1,2,1,0,1060,0,0,1060,1,0,1,0,3,1,2,6,0,1,2,1,1976,2,2,572,2,2,0,100,110,0,0,0,0,4,4,0,0,6,2007,0,0
0.165393695,25,20,6,0,8246,1,0,1,0,0,0,0,19,2,2,0,0,5,8,1968,2001,1,1,10,10,3,0,2,1,1,2,2,2,3,188,1,668,204,1060,1,0,1,0,1060,0,0,1060,1,0,1,0,3,1,1,6,0,1,2,1,1968,2,1,270,2,2,0,406,90,0,0,0,0,4,1,0,0,5,2010,0,0
0.307457298,26,20,6,110,14230,1,0,0,0,0,2,0,15,2,2,0,0,8,5,2007,2007,1,1,14,14,4,640,1,2,2,1,2,3,5,0,5,0,1566,1566,1,0,1,0,1600,0,0,1600,0,0,2,0,3,1,1,7,0,1,1,1,2007,1,3,890,2,2,0,0,56,0,0,0,0,4,4,0,0,7,2009,0,0
0.138730732,27,20,6,60,7200,1,0,0,0,0,2,0,12,2,2,0,0,5,7,1951,2000,1,1,15,15,3,0,2,2,1,2,2,2,2,234,3,486,180,900,1,2,1,0,900,0,0,900,0,1,1,0,3,1,1,5,0,0,5,5,2005,2,2,576,2,2,0,222,32,0,0,0,0,4,4,0,0,5,2010,0,0
0.37647549,28,20,6,98,11478,1,0,0,0,0,0,0,15,2,2,0,0,8,5,2007,2008,1,1,14,14,4,200,1,2,2,0,2,3,0,1218,5,0,486,1704,1,0,1,0,1704,0,0,1704,1,0,2,0,3,1,1,7,0,1,1,1,2008,1,3,772,2,2,0,0,50,0,0,0,0,4,4,0,0,5,2010,0,0
0.239688932,29,20,6,47,16321,1,0,1,0,0,3,0,12,2,2,0,0,5,6,1957,1997,1,1,8,8,3,0,2,2,1,2,2,0,2,1277,5,0,207,1484,1,2,1,0,1600,0,0,1600,1,0,1,0,2,1,2,6,0,2,1,1,1957,1,1,319,2,2,0,288,258,0,0,0,0,4,4,0,0,12,2006,0,0
0.046660186,30,30,8,60,6324,1,0,1,0,0,0,0,3,1,3,0,0,4,6,1927,1950,1,1,8,8,3,0,2,2,0,2,2,3,5,0,5,0,520,520,1,3,0,0,520,0,0,520,0,0,1,0,1,1,3,4,0,0,5,5,1920,2,1,240,3,2,0,49,0,87,0,0,0,4,4,0,0,5,2008,0,0
0.00708235,31,70,2,50,8500,1,2,0,0,0,0,0,9,1,2,0,3,4,4,1920,1950,2,1,3,4,3,0,2,3,0,2,2,3,5,0,5,0,649,649,1,2,0,0,649,668,0,1317,0,0,1,0,3,1,2,6,0,0,5,5,1920,2,1,250,2,3,2,0,54,172,0,0,0,4,1,0,0,7,2008,0,0
0.158936259,32,20,6,0,8544,1,0,1,0,0,3,0,19,2,2,0,0,5,6,1966,2006,1,1,6,6,3,0,2,2,1,2,2,3,5,0,5,0,1228,1228,1,1,1,0,1228,0,0,1228,0,0,1,1,3,1,1,6,0,0,5,1,1966,2,1,271,2,2,0,0,65,0,0,0,0,4,1,0,0,6,2008,0,0
0.201360922,33,20,6,85,11049,1,0,0,0,0,2,0,5,2,2,0,0,8,5,2007,2007,1,1,14,14,3,0,1,2,2,0,2,1,5,0,5,0,1234,1234,1,0,1,0,1234,0,0,1234,0,0,2,0,3,1,1,7,0,0,5,1,2007,1,2,484,2,2,0,0,30,0,0,0,0,4,4,0,0,1,2008,0,0
0.181363699,34,20,6,70,10552,1,0,1,0,0,0,0,12,2,2,0,0,5,5,1959,1959,3,1,3,4,3,0,2,2,1,2,2,3,3,1018,5,0,380,1398,1,1,1,0,1700,0,0,1700,0,1,1,1,4,1,1,6,0,1,1,1,1959,1,2,447,2,2,0,0,38,0,0,0,0,4,4,0,0,4,2010,0,0
0.336897653,35,120,6,60,7313,1,0,0,0,0,0,0,15,2,2,3,0,9,5,2005,2005,3,1,8,8,1,246,0,2,2,0,2,3,0,1153,5,0,408,1561,1,0,1,0,1561,0,0,1561,1,0,2,0,2,1,0,6,0,1,1,1,2005,0,2,556,2,2,0,203,47,0,0,0,0,4,4,0,0,8,2007,0,0
0.380641578,36,60,6,108,13418,1,0,0,0,0,0,0,15,2,2,0,3,8,5,2004,2005,1,1,14,14,4,132,1,2,2,0,2,1,5,0,5,0,1117,1117,1,0,1,0,1132,1320,0,2452,0,0,3,1,4,1,1,9,0,1,1,3,2004,0,3,691,2,2,0,113,32,0,0,0,0,4,4,0,0,9,2006,0,0
0.152895431,37,20,6,112,10859,1,0,0,0,0,2,0,5,2,2,0,0,5,5,1994,1995,1,1,14,14,3,0,2,2,2,1,2,3,5,0,5,0,1097,1097,1,0,1,0,1097,0,0,1097,0,0,1,1,3,1,2,6,0,0,5,1,1995,2,2,672,2,2,0,392,64,0,0,0,0,4,4,0,0,6,2009,0,0
0.164004999,38,20,6,74,8532,1,0,0,0,0,0,0,12,2,2,0,0,5,6,1954,1990,3,1,15,15,1,650,2,2,1,2,2,3,3,1213,5,0,84,1297,1,1,1,0,1297,0,0,1297,0,1,1,0,3,1,2,5,0,1,2,1,1954,0,2,498,2,2,0,0,0,0,0,0,0,4,4,0,0,10,2009,0,0
0.102902375,39,20,6,68,7922,1,0,0,0,0,0,0,12,2,2,0,0,5,7,1953,2007,1,1,14,14,3,0,2,1,1,2,2,3,0,731,5,0,326,1057,1,2,1,0,1057,0,0,1057,1,0,1,0,3,1,1,5,0,0,5,5,1953,2,1,246,2,2,0,0,52,0,0,0,0,4,4,0,0,1,2010,0,1
0.065407582,40,90,6,65,6040,1,0,0,0,0,0,0,7,2,2,2,0,4,5,1955,1955,1,1,0,10,3,0,2,2,2,5,5,4,6,0,6,0,0,0,1,2,0,3,1152,0,0,1152,0,0,2,0,2,2,3,6,0,0,5,6,0,3,0,0,5,5,2,0,0,0,0,0,0,4,4,0,0,6,2008,0,2
0.173725871,41,20,6,84,8658,1,0,0,0,0,0,0,12,2,2,0,0,6,5,1965,1965,1,1,15,15,1,101,2,2,1,2,2,3,3,643,5,0,445,1088,1,0,1,0,1324,0,0,1324,0,0,2,0,3,1,2,6,0,1,2,1,1965,1,2,440,2,2,0,0,138,0,0,0,0,4,2,0,0,12,2006,0,1
0.187612832,42,20,6,115,16905,1,0,0,0,0,0,0,23,2,2,0,0,5,6,1959,1959,1,1,14,14,3,0,2,1,1,2,2,0,2,967,5,0,383,1350,1,1,1,0,1328,0,0,1328,0,1,1,1,2,1,2,5,0,2,1,1,1959,1,1,308,2,2,1,0,104,0,0,0,0,4,4,0,0,7,2007,0,0
0.151506735,43,85,6,0,9180,1,0,1,0,0,3,0,20,2,2,0,6,5,7,1983,1983,1,1,6,6,3,0,2,2,1,1,2,1,1,747,4,93,0,840,1,1,1,0,884,0,0,884,1,0,1,0,2,1,1,5,0,0,5,1,1983,1,2,504,2,1,0,240,0,0,0,0,0,4,1,0,0,12,2007,0,0
0.132412165,44,20,6,0,9200,1,0,1,0,0,3,0,5,2,2,0,0,5,6,1975,1980,3,1,14,14,3,0,2,2,1,1,2,1,4,280,2,491,167,938,1,2,1,0,938,0,0,938,1,0,1,0,3,1,2,5,0,0,5,5,1977,2,1,308,2,2,0,145,0,0,0,0,0,4,1,0,0,7,2008,0,0
0.147340647,45,20,6,70,7945,1,0,0,0,0,0,0,12,2,2,0,0,5,6,1959,1959,1,1,3,15,3,0,2,2,1,2,2,3,1,179,2,506,465,1150,1,0,1,1,1150,0,0,1150,1,0,1,0,3,1,2,6,0,0,5,1,1959,1,1,300,2,2,0,0,0,0,0,0,0,4,4,0,0,5,2006,0,0
0.395778364,46,120,6,61,7658,1,0,0,0,0,0,0,15,2,2,3,0,9,5,2005,2005,3,1,8,8,1,412,0,2,2,0,2,3,0,456,5,0,1296,1752,1,0,1,0,1752,0,0,1752,1,0,2,0,2,1,0,6,0,1,1,1,2005,1,2,576,2,2,0,196,82,0,0,0,0,4,4,0,0,2,2010,0,0
0.284385502,47,50,6,48,12822,1,0,1,0,0,3,0,11,2,2,0,1,7,5,2003,2003,1,1,14,14,3,0,1,2,2,0,2,3,0,1351,5,0,83,1434,1,0,1,0,1518,631,0,2149,1,0,1,1,1,1,1,6,0,1,0,1,2003,1,2,670,2,2,0,168,43,0,0,198,0,4,4,0,0,8,2009,0,1
0.298291904,48,20,3,84,11096,1,0,0,0,0,0,0,21,2,2,0,0,8,5,2006,2006,1,1,14,14,3,0,1,2,2,1,2,1,0,24,5,0,1632,1656,1,0,1,0,1656,0,0,1656,0,0,2,0,3,1,1,7,0,0,5,1,2006,1,3,826,2,2,0,0,146,0,0,0,0,4,4,0,0,7,2007,0,0
0.108457159,49,190,8,33,4456,1,0,0,0,0,0,0,17,2,2,1,3,4,5,1920,2008,1,1,8,8,3,0,2,2,0,2,2,3,5,0,5,0,736,736,1,1,1,0,736,716,0,1452,0,0,2,0,2,3,2,8,0,0,5,6,0,3,0,0,5,5,2,0,0,102,0,0,0,4,4,0,0,6,2009,3,5
0.127898903,50,20,6,66,7742,1,0,0,0,0,0,0,19,2,2,0,0,5,7,1966,1966,1,1,6,6,3,0,2,2,1,2,2,3,2,763,5,0,192,955,1,0,1,0,955,0,0,955,1,0,1,0,3,1,2,6,0,0,5,1,1966,2,1,386,2,2,0,0,0,0,0,0,0,4,1,0,0,1,2007,0,0
0.197333704,51,60,6,0,13869,1,0,2,0,0,2,0,8,2,2,0,3,6,6,1997,1997,1,1,14,14,3,0,2,2,2,1,2,1,0,182,5,0,612,794,1,1,1,0,794,676,0,1470,0,1,2,0,3,1,2,6,0,0,5,1,1997,0,2,388,2,2,0,0,75,0,0,0,0,4,4,0,0,7,2007,0,0
0.110540203,52,50,8,52,6240,1,0,0,0,0,0,0,3,2,2,0,1,6,6,1934,1950,1,1,15,15,3,0,2,2,2,2,2,3,5,0,5,0,816,816,1,2,1,0,816,0,360,1176,0,0,1,0,3,1,2,6,0,1,1,5,1985,2,2,528,2,2,0,112,0,0,0,0,0,4,1,3,400,9,2006,0,0
0.104291071,53,90,8,110,8472,0,0,2,1,0,2,1,9,3,2,2,0,5,5,1963,1963,1,1,15,15,3,0,3,2,1,1,2,0,4,104,0,712,0,816,1,2,0,0,816,0,0,816,1,0,1,0,2,1,2,5,0,0,5,4,1963,2,2,516,2,2,0,106,0,0,0,0,0,4,4,0,0,5,2010,0,0
0.486182475,54,20,6,68,50271,1,0,1,3,0,0,0,24,2,2,0,0,9,5,1981,1987,1,7,16,16,3,0,1,2,1,0,2,0,0,1810,5,0,32,1842,1,1,1,0,1842,0,0,1842,2,0,0,1,0,1,1,5,0,1,1,1,1981,0,3,894,2,2,0,857,72,0,0,0,0,4,4,0,0,11,2006,0,0
0.132064991,55,80,6,60,7134,1,0,0,1,0,0,1,12,2,2,0,7,5,5,1955,1955,1,1,8,8,3,0,2,2,1,2,2,3,1,384,5,0,0,384,1,2,1,0,1360,0,0,1360,0,0,1,0,3,1,2,6,1,1,2,5,1962,2,2,572,2,2,0,0,50,0,0,0,0,4,1,0,0,2,2007,0,0
0.20219414,56,20,6,100,10175,1,0,1,0,0,0,0,12,2,2,0,0,6,5,1964,1964,1,1,6,10,1,272,2,2,1,2,2,3,2,490,5,0,935,1425,1,1,1,0,1425,0,0,1425,0,0,2,0,3,1,2,7,0,1,1,1,1964,1,2,576,2,2,0,0,0,0,407,0,0,4,4,0,0,7,2008,0,0
0.191084572,57,160,3,24,2645,1,2,0,0,0,0,0,21,2,2,4,3,8,5,1999,2000,1,1,8,8,1,456,1,2,2,1,2,3,0,649,5,0,321,970,1,0,1,0,983,756,0,1739,1,0,2,1,3,1,1,7,0,0,5,1,1999,0,2,480,2,2,0,115,0,0,0,0,0,4,4,0,0,8,2009,0,1
0.224413276,58,60,6,89,11645,1,0,1,0,0,2,0,5,2,2,0,3,7,5,2004,2004,1,1,14,14,3,0,1,2,2,1,2,3,5,0,5,0,860,860,1,0,1,0,860,860,0,1720,0,0,2,1,3,1,1,7,0,0,5,1,2004,1,2,565,2,2,0,0,70,0,0,0,0,4,4,0,0,8,2006,0,0
0.560866546,59,60,6,66,13682,1,0,2,2,0,3,0,22,2,2,0,3,10,5,2006,2006,3,1,14,14,1,1031,0,2,2,0,2,0,5,0,5,0,1410,1410,1,0,1,0,1426,1519,0,2945,0,0,3,1,3,1,1,10,0,1,1,3,2006,0,3,641,2,2,0,192,0,37,0,0,0,4,4,0,0,10,2006,3,5
0.124982641,60,20,6,60,7200,1,0,0,1,0,0,0,5,2,2,0,0,5,7,1972,1972,1,1,6,6,3,0,2,2,1,2,2,1,1,632,5,0,148,780,1,0,1,0,780,0,0,780,0,0,1,0,2,1,2,4,0,0,5,5,1973,2,1,352,2,2,0,196,0,0,0,0,0,4,1,0,0,1,2008,0,0
0.170948479,61,20,6,63,13072,1,0,0,0,0,0,0,20,7,2,0,0,6,5,2004,2004,1,1,14,14,3,0,2,2,2,1,2,3,1,941,5,0,217,1158,1,0,1,0,1158,0,0,1158,1,0,1,1,3,1,1,5,0,0,5,5,2006,2,2,576,2,2,0,0,50,0,0,0,0,4,4,0,0,5,2006,3,5
0.091792807,62,75,8,60,7200,1,0,0,0,0,0,0,9,2,2,0,5,5,7,1920,1996,1,1,8,8,3,0,2,2,0,2,3,3,5,0,5,0,530,530,1,2,0,0,581,530,0,1111,0,0,1,0,3,1,3,6,0,0,5,5,1935,2,1,288,2,2,2,0,0,144,0,0,0,4,4,0,0,3,2007,0,0
0.232745452,63,120,6,44,6442,1,0,1,0,0,0,0,15,2,2,3,0,8,5,2006,2006,1,1,14,14,4,178,1,2,2,1,1,2,0,24,5,0,1346,1370,1,0,1,0,1370,0,0,1370,0,0,2,0,2,1,1,6,0,1,1,1,2006,1,2,484,2,2,0,120,49,0,0,0,0,4,4,0,0,10,2007,0,0
0.145951951,64,70,8,50,10300,1,0,1,1,0,0,0,17,4,1,0,3,7,6,1921,1950,1,1,13,13,3,0,2,2,0,2,2,3,5,0,5,0,576,576,1,1,1,0,902,808,0,1710,0,0,2,0,3,1,2,9,0,0,5,5,1990,2,2,480,2,2,0,12,11,64,0,0,0,4,0,0,0,4,2010,0,0
0.256353284,65,60,6,0,9375,1,0,0,0,0,0,0,5,2,2,0,3,7,5,1997,1998,1,1,14,14,1,573,2,2,2,1,2,3,0,739,5,0,318,1057,1,0,1,0,1057,977,0,2034,1,0,2,1,3,1,1,8,0,0,5,1,1998,1,2,645,2,2,0,576,36,0,0,0,0,4,0,0,0,2,2009,0,0
0.391751146,66,60,6,76,9591,1,0,0,0,0,0,0,15,2,2,0,3,8,5,2004,2005,1,1,14,14,1,344,1,2,2,0,2,1,5,0,5,0,1143,1143,1,0,1,0,1143,1330,0,2473,0,0,2,1,4,1,1,9,0,1,1,3,2004,1,3,852,2,2,0,192,151,0,0,0,0,4,4,0,0,10,2007,0,0
0.201499792,67,20,6,0,19900,1,0,0,0,0,0,0,12,5,2,0,0,7,5,1970,1989,1,1,10,10,1,287,2,2,1,1,2,0,0,912,5,0,1035,1947,1,2,1,0,2207,0,0,2207,1,0,2,0,3,1,2,7,1,1,1,1,1970,1,2,576,2,2,0,301,0,0,0,0,0,4,4,0,0,7,2010,0,0
0.265379808,68,20,6,72,10665,1,0,1,0,0,0,0,5,2,2,0,0,7,5,2003,2003,1,1,14,14,1,167,1,2,2,1,2,1,0,1013,5,0,440,1453,1,0,1,0,1479,0,0,1479,1,0,2,0,3,1,1,7,0,0,5,1,2003,1,2,558,2,2,0,144,29,0,0,0,0,4,4,0,0,6,2007,0,0
0.06263019,69,30,8,47,4608,1,0,0,0,0,2,0,17,0,2,0,0,4,6,1945,1950,1,1,8,8,3,0,2,1,1,2,2,3,5,0,5,0,747,747,1,2,1,0,747,0,0,747,0,0,1,0,2,1,2,4,0,0,5,1,1945,2,1,220,2,2,0,0,0,0,0,0,0,4,4,0,0,6,2010,0,0
0.263991112,70,50,6,81,15593,1,0,0,0,0,2,0,4,2,2,0,1,7,4,1953,1953,1,1,3,0,3,0,1,2,1,2,2,3,2,603,5,0,701,1304,2,2,1,0,1304,983,0,2287,0,0,2,0,3,1,2,7,0,1,2,1,1953,0,2,667,2,2,0,0,21,114,0,0,0,4,4,0,0,7,2006,0,0
0.290376337,71,20,6,95,13651,1,0,1,0,0,0,0,12,2,2,0,0,7,6,1973,1973,1,1,10,10,1,1115,2,1,1,1,2,0,1,1880,5,0,343,2223,1,0,1,0,2223,0,0,2223,1,0,2,0,3,1,2,8,0,2,1,1,1973,0,2,516,2,2,0,300,0,0,0,0,0,4,4,0,0,2,2007,0,0
0.131370643,72,20,6,69,7599,1,0,0,0,0,2,0,11,2,2,0,0,4,6,1982,2006,1,1,6,10,3,0,2,2,1,2,2,3,1,565,5,0,280,845,1,2,1,0,845,0,0,845,1,0,1,0,2,1,2,4,0,0,5,5,1987,2,2,360,2,2,0,0,0,0,0,0,0,4,4,0,0,6,2007,0,0
0.208443272,73,60,6,74,10141,1,0,1,0,0,2,0,8,2,2,0,3,7,5,1998,1998,1,1,14,14,1,40,2,2,2,1,2,3,5,0,5,0,832,832,1,1,1,0,885,833,0,1718,0,0,2,1,3,1,2,7,0,1,2,1,1998,0,2,427,2,2,0,0,94,0,0,291,0,4,4,0,0,12,2009,0,0
0.152756562,74,20,6,85,10200,1,0,0,0,0,0,0,12,2,2,0,0,5,7,1954,2003,1,1,15,15,1,104,2,2,1,2,2,3,1,320,2,362,404,1086,1,1,1,0,1086,0,0,1086,1,0,1,0,3,1,2,6,0,0,5,1,1989,2,2,490,2,2,0,0,0,0,0,0,0,4,2,0,0,5,2010,0,0
