BEDROOMS,BATHROOMS,SQFT_LIVING,SQFT_LOT,FLOORS,WATERFRONT,VIEW,CONDITION,GRADE,SQFT_ABOVE,SQFT_BASEMENT,YR_BUILT,YR_RENOVATED,ZIPCODE,LAT,LONG,SQFT_LIVING15,SQFT_LOT15,PRICE
0.0909091,0.133333,0.191933,0.00211105,0.2,0,0,0.75,0.545455,0.162362,0.183824,0.33913,0,0.585859,0.855561,0.115449,0.184795,0.00385274,0.46
0.0606061,0.233333,0.132128,0.00119515,0,0,0,0.75,0.636364,0.175277,0,0.73913,0,0.99495,0.362559,0.163621,0.191387,0.00495664,0.1885
0.121212,0.333333,0.396384,0.0166685,0.4,0,0,0.75,0.818182,0.52583,0,0.791304,0,0.383838,0.92408,0.362955,0.569325,0.0394579,0.68
0.151515,0.233333,0.242003,0.00716121,0.4,0,0,0.75,0.545455,0.321033,0,0.365217,0,0.257576,0.781408,0.34053,0.461657,0.0100879,0.47
0.121212,0.333333,0.280946,0.00551477,0.4,0,0,0.5,0.636364,0.372694,0,0.730435,0,0.131313,0.615573,0.387041,0.338607,0.0103211,0.59775
0.0909091,0.233333,0.13491,0.00170095,0,0,0,1,0.454545,0.0756458,0.205882,0.0434783,0,0.515152,0.846713,0.141195,0.215557,0.003314,0.57
0.0909091,0.233333,0.173853,0.00731749,0,0,0,0.75,0.545455,0.160517,0.139706,0.695652,0,0.186869,0.332155,0.405317,0.250714,0.0126414,0.2725
0.0909091,0.233333,0.248957,0.00330075,0,0,0.5,0.5,0.545455,0.145756,0.367647,0.617391,0,0.540404,0.629728,0.186047,0.371567,0.00557005,0.32995
0.121212,0.333333,0.408901,0.00948063,0.4,0,0.75,0.5,0.727273,0.411439,0.261029,0.878261,0,0,0.261218,0.22093,0.492419,0.00903568,0.48
0.0909091,0.466667,0.568846,0.00353154,0.4,0,0,0.5,0.636364,0.45941,0.588235,0,0.99206,0.585859,0.872128,0.125417,0.314436,0.00654644,0.7405
0.0909091,0.466667,0.180807,0.000352548,0.8,0,0,0.5,0.636364,0.239852,0,0.956522,0,0.515152,0.846872,0.142855,0.268293,0.00288898,0.5185
0.0606061,0.133333,0.0820584,0.00379201,0,0,0,0.75,0.454545,0.108856,0,0.391304,0,0.893939,0.554932,0.225081,0.173808,0.00704038,0.205425
0.121212,0.266667,0.178025,0.00550023,0,0,0,0.5,0.454545,0.236162,0,0.434783,0,0.843434,0.547851,0.179399,0.325423,0.0095905,0.1718
0.121212,0.133333,0.183588,0.00149136,0.2,0,0,0.75,0.545455,0.243542,0,0.217391,0,0.722222,0.693425,0.186877,0.266095,0.00389295,0.535
0.0909091,0.333333,0.293463,0.00360665,0,0,0.5,0.5,0.636364,0.234317,0.308824,0.556522,0,0.888889,0.992281,0.110462,0.4265,0.0117225,0.66
0.0909091,0.266667,0.161335,0.00521674,0,0,0,0.5,0.545455,0.214022,0,0.756522,0,0.166667,0.921509,0.243356,0.259503,0.00970996,0.3915
0.0606061,0.133333,0.0667594,0.00331952,0,0,0,0.5,0.454545,0.0885609,0,0.46087,0,0.585859,0.875024,0.128737,0.288069,0.0061444,0.395
0.121212,0.233333,0.251739,0.00235032,0.2,0,0,1,0.545455,0.263838,0.139706,0.208696,0,0.590909,0.601577,0.210132,0.318831,0.00430648,0.445
0.0909091,0.3,0.364395,0.00586611,0.4,0,0,0.5,0.727273,0.483395,0,0.782609,0,0.257576,0.858616,0.349667,0.505603,0.0153248,0.77
0.0909091,0.3,0.251739,0.00465279,0,0,0.5,0.5,0.636364,0.245387,0.176471,0.582609,0,0.893939,0.568124,0.228401,0.496814,0.00925967,0.445
0.121212,0.3,0.260083,0.00502229,0,0,0,0.5,0.636364,0.197417,0.294118,0.678261,0,0.111111,0.252536,0.107142,0.371567,0.00890128,0.26
0.151515,0.466667,0.282337,0.00268954,0.4,0,0,1,0.545455,0.263838,0.220588,0.226087,0,0.515152,0.837061,0.138705,0.285871,0.00494975,0.8225
0.121212,0.333333,0.247566,0.0022958,0.4,0,0,0.5,0.545455,0.328413,0,0.904348,0,0.323232,0.604792,0.555649,0.345199,0.00355753,0.43
0.0909091,0.233333,0.107093,0.00445531,0,0,0,0.75,0.545455,0.142066,0,0.747826,0,0.459596,0.193343,0.304816,0.224346,0.00807422,0.212
0.121212,0.3,0.239221,0.00550205,0,0,0,0.5,0.636364,0.212177,0.209559,0.747826,0,0.131313,0.608658,0.386211,0.364975,0.0105014,0.6605
0.0909091,0.466667,0.50904,0.0669708,0.2,0,0,0.5,0.727273,0.400369,0.547794,0.773913,0,0.257576,0.870354,0.371263,0.457262,0.100912,0.784
0.0909091,0.333333,0.239221,0.00107036,0.4,0,0,0.5,0.636364,0.202952,0.227941,0.991304,0,0.141414,0.636644,0.432723,0.283674,0.00116134,0.453246
0.121212,0.466667,0.257302,0.00106491,0.8,0,0,0.5,0.727273,0.341328,0,0.913043,0,0.535354,0.832398,0.115449,0.250714,0.00187698,0.675
0.0909091,0.233333,0.143255,0.010219,0,0,0,0.75,0.545455,0.190037,0,0.486957,0,0.010101,0.273122,0.185216,0.252911,0.0213819,0.199
0.121212,0.233333,0.240612,0.00443411,0,0,0,0.5,0.545455,0.132841,0.371324,0.591304,0,0.010101,0.281485,0.18272,0.296858,0.00860262,0.22
0.121212,0.3,0.319889,0.00574375,0,0,0,0.75,0.636364,0.193727,0.459559,0.591304,0,0.136364,0.98601,0.210132,0.252911,0.01124,0.452
0.0606061,0.133333,0.125174,0.00237455,0,0,0,0.5,0.454545,0.166052,0,0.704348,0,0.626263,0.896898,0.192687,0.145243,0.00581702,0.3825
0.0909091,0.3,0.122392,0.000441594,0.8,0,0,0.5,0.636364,0.162362,0,0.991304,0,0.535354,0.830465,0.114619,0.208965,0.000756994,0.51995
0.0606061,0.133333,0.114047,0.00162342,0,0,0,0.5,0.545455,0.151292,0,0.217391,0,0.59596,0.768701,0.133718,0.169413,0.00338752,0.665
0.151515,0.333333,0.351878,0.00536394,0,0,0,0.75,0.636364,0.232472,0.466912,0.591304,0,0.0252525,0.667207,0.324751,0.531971,0.0100213,0.5277
0.0909091,0.133333,0.183588,0.00488176,0,0,0,0.75,0.545455,0.132841,0.220588,0.53913,0,0.287879,0.483191,0.289037,0.266095,0.0091069,0.205
0.0909091,0.133333,0.107093,0.00458979,0,0,0,0.75,0.545455,0.119926,0.0441176,0.2,0,0.666667,0.898346,0.139535,0.255109,0.00837288,0.42
0.121212,0.3,0.242003,0.0048442,0,0,0,0.75,0.636364,0.201107,0.238971,0.530435,0,0.0252525,0.633103,0.286541,0.402329,0.00938833,0.5
0.121212,0.333333,0.470097,0.190724,0.4,0,0,0.75,0.727273,0.623616,0,0.817391,0,0.383838,0.942899,0.409467,0.536366,0.100327,0.9215
0.121212,0.133333,0.314325,0.00210802,0.4,0,0,0.5,0.636364,0.383764,0.0661765,0.0434783,0,0.545455,0.771272,0.137875,0.395737,0.003847,0.89
0.0606061,0.333333,0.296245,0.0366262,0.4,0,0,0.5,0.545455,0.392989,0,0.930435,0,0.131313,0.595625,0.478404,0.338607,0.221919,0.43
0.151515,0.266667,0.273992,0.00725692,0,0,0,0.75,0.636364,0.154982,0.415441,0.521739,0,0.156566,0.374456,0.193518,0.211162,0.0199288,0.258
0.0909091,0.133333,0.158554,0.00177788,0,0,0,0.5,0.545455,0.127306,0.165441,0.408696,0,0.515152,0.854757,0.151993,0.230938,0.00453507,0.511
0.0909091,0.266667,0.148818,0.00155678,0.4,0,0,0.5,0.636364,0.197417,0,0.782609,0,0.515152,0.849124,0.137875,0.241925,0.00280168,0.53217
0.0909091,0.133333,0.114047,0.00271377,0.2,0,0,0.5,0.545455,0.151292,0,0.408696,0,0.535354,0.802798,0.132888,0.224346,0.0049957,0.56
0.0909091,0.133333,0.133519,0.00465218,0,0,0,0.75,0.545455,0.177122,0,0.469565,0,0.010101,0.272803,0.178569,0.281477,0.00916893,0.28295
0.030303,0.133333,0.0570236,0.00277435,0,0,0,0.5,0.545455,0.0756458,0,0.365217,0,0.575758,0.841405,0.18189,0.134256,0.00511057,0.35
0.0909091,0.133333,0.123783,0.00433053,0,0,0,0.75,0.545455,0.164207,0,0.582609,0,0.287879,0.469679,0.284881,0.173808,0.00806158,0.215
0.151515,0.466667,0.510431,0.0149772,0.4,0,0,0.5,0.727273,0.407749,0.536765,0.834783,0,0.277778,0.593698,0.288207,0.492419,0.0149607,0.65
0.121212,0.366667,0.326843,0.00422815,0,0,0,0.5,0.636364,0.245387,0.375,0.582609,0,0.111111,0.253499,0.12458,0.347396,0.00829821,0.32
0.0909091,0.266667,0.1363,0.00404522,0.2,0,0,0.5,0.545455,0.180812,0,0.13913,0.999007,0.106061,0.0847676,0.434383,0.167216,0.00752054,0.247
0.121212,0.233333,0.204451,0.00645732,0,0,0,0.75,0.636364,0.271218,0,0.591304,0,0.292929,0.507642,0.333059,0.292463,0.0120947,0.32
0.151515,0.3,0.246175,0.00491387,0,0,0,0.5,0.545455,0.136531,0.378676,0.53913,0,0.732323,0.533701,0.152823,0.134256,0.012669,0.255
0.0909091,0.233333,0.207232,0.00553658,0,0,0,0.5,0.545455,0.274908,0,0.53913,0,0.166667,0.902684,0.270762,0.176005,0.0103486,0.438
0.0909091,0.333333,0.432545,0.00974232,0.4,0,0,0.5,0.818182,0.573801,0,0.869565,0,0.373737,0.716263,0.411957,0.659415,0.013727,0.9
0.0909091,0.366667,0.225313,0.00409489,0,0,0,0.5,0.545455,0.160517,0.275735,0.686957,0,0.166667,0.926492,0.245016,0.288069,0.0086164,0.441
0.0909091,0.266667,0.240612,0.0229047,0,0,0,0.75,0.545455,0.132841,0.371324,0.652174,0,0.131313,0.486246,0.411957,0.375961,0.0412831,0.42
0.0909091,0.233333,0.179416,0.00392528,0,0,0,0.5,0.545455,0.164207,0.147059,0.66087,0,0.166667,0.908802,0.291528,0.272687,0.00786745,0.37
0.0606061,0.233333,0.146036,0.00407672,0,0,0,1,0.363636,0.0756458,0.235294,0.426087,0,0.99495,0.405504,0.159464,0.314436,0.010452,0.26995
0.121212,0.333333,0.332406,0.00241029,0.4,0,0,0.5,0.727273,0.440959,0,0.86087,0,0.0252525,0.658033,0.327242,0.553944,0.00442135,0.8071
0.0909091,0.333333,0.332406,0.0055911,0,0,0,0.75,0.636364,0.243542,0.393382,0.686957,0,0.166667,0.879687,0.239199,0.457262,0.00930332,0.653
0.0909091,0.266667,0.150209,0.00473456,0,0,0,1,0.545455,0.199262,0,0.556522,0,0.666667,0.948851,0.156143,0.301252,0.00762392,0.3715
0.0909091,0.233333,0.176634,0.0124058,0,0,0,0.5,0.545455,0.234317,0,0.469565,0,0.833333,0.517454,0.151163,0.14744,0.0083499,0.284
0.0909091,0.233333,0.260083,0.00401008,0,0,0,0.75,0.545455,0.254613,0.180147,0.678261,0,0.111111,0.235969,0.12043,0.33641,0.00769514,0.272
0.0909091,0.2,0.146036,0.00447772,0.2,0,0,0.5,0.545455,0.193727,0,0.478261,0,0.666667,0.981022,0.149503,0.23753,0.00837288,0.313
0.121212,0.333333,0.499305,0.0208882,0.4,0,0,0.5,0.818182,0.420664,0.481618,0.730435,0,0.161616,0.79106,0.2799,0.734124,0.0397209,0.9175
